Subject,Story,Level,Context,Rating
61695db0cc100597e0eca6eb,podcast,4,2,6.0
61695db0cc100597e0eca6eb,podcast,4,3,6.0
617456b6098b0fb33926a8cb,podcast,4,1,2.0
617456b6098b0fb33926a8cb,podcast,4,2,5.0
617456b6098b0fb33926a8cb,podcast,4,3,4.0
611cd635e48d962ebe9f48e2,podcast,4,1,7.0
611cd635e48d962ebe9f48e2,podcast,4,2,6.0
611cd635e48d962ebe9f48e2,podcast,4,3,7.0
616e8bf62e4db53dabbe76b9,podcast,4,1,7.0
616e8bf62e4db53dabbe76b9,podcast,4,2,7.0
616e8bf62e4db53dabbe76b9,podcast,4,3,2.0
6110e5a255444d0f5610c8a3,podcast,4,1,4.0
6110e5a255444d0f5610c8a3,podcast,4,2,4.0
6110e5a255444d0f5610c8a3,podcast,4,3,4.0
5f1c38856ad5234ab56127ba,podcast,5,1,7.0
5f1c38856ad5234ab56127ba,podcast,5,2,7.0
5f1c38856ad5234ab56127ba,podcast,5,3,3.0
60ff7016e9a3ae1f7fbc4aa4,podcast,5,1,7.0
60ff7016e9a3ae1f7fbc4aa4,podcast,5,2,7.0
60ff7016e9a3ae1f7fbc4aa4,podcast,5,3,7.0
6164179b41ce0f005655dbde,podcast,5,1,7.0
6164179b41ce0f005655dbde,podcast,5,2,7.0
6164179b41ce0f005655dbde,podcast,5,3,7.0
61622414145e1376169571dd,podcast,5,1,7.0
61622414145e1376169571dd,podcast,5,2,7.0
61622414145e1376169571dd,podcast,5,3,7.0
5fb639fdd6a30e2be7a51f11,podcast,5,1,4.0
5fb639fdd6a30e2be7a51f11,podcast,5,2,5.0
5fb639fdd6a30e2be7a51f11,podcast,5,3,5.0
57b98fa835624400013d6932,podcast,5,1,6.0
57b98fa835624400013d6932,podcast,5,2,6.0
57b98fa835624400013d6932,podcast,5,3,1.0
5dc3dd5984799a2bf697cb17,podcast,5,1,7.0
5dc3dd5984799a2bf697cb17,podcast,5,2,7.0
5dc3dd5984799a2bf697cb17,podcast,5,3,6.0
61688fad358de828341e1e8b,podcast,5,1,1.0
61688fad358de828341e1e8b,podcast,5,2,7.0
61688fad358de828341e1e8b,podcast,5,3,1.0
614a8981d7f7b48dbc706a4e,podcast,5,1,7.0
614a8981d7f7b48dbc706a4e,podcast,5,2,7.0
614a8981d7f7b48dbc706a4e,podcast,5,3,2.0
5e98c5bb0d2c3a105229f8dd,podcast,5,1,6.0
5e98c5bb0d2c3a105229f8dd,podcast,5,2,6.0
5e98c5bb0d2c3a105229f8dd,podcast,5,3,6.0
615cd46525bccb9aebe87719,podcast,5,1,6.0
615cd46525bccb9aebe87719,podcast,5,2,6.0
615cd46525bccb9aebe87719,podcast,5,3,1.0
61695db0cc100597e0eca6eb,podcast,5,1,5.0
61695db0cc100597e0eca6eb,podcast,5,2,6.0
61695db0cc100597e0eca6eb,podcast,5,3,6.0
617456b6098b0fb33926a8cb,podcast,5,1,5.0
617456b6098b0fb33926a8cb,podcast,5,2,3.0
617456b6098b0fb33926a8cb,podcast,5,3,4.0
611cd635e48d962ebe9f48e2,podcast,5,1,7.0
611cd635e48d962ebe9f48e2,podcast,5,2,4.0
611cd635e48d962ebe9f48e2,podcast,5,3,7.0
616e8bf62e4db53dabbe76b9,podcast,5,1,7.0
616e8bf62e4db53dabbe76b9,podcast,5,2,7.0
616e8bf62e4db53dabbe76b9,podcast,5,3,1.0
6110e5a255444d0f5610c8a3,podcast,5,1,4.0
6110e5a255444d0f5610c8a3,podcast,5,2,4.0
6110e5a255444d0f5610c8a3,podcast,5,3,4.0
